INCIDENT_NUMBER,SR_CREATION_CHANNEL,INCIDENT_ADDRESS,STATUS,GROUP_NAME,NAME,INCIDENT_DATE,ATTRIBUTE5,ATTRIBUTE6
262574,AGENT,TIMBER MILLS KILMORE ROAD ARTANE APARTMENT 118,CLOSED,EHO1,Noise Pollution Incident,16/06/2011,718917.69,738567.21
240108,AGENT,ELTON COURT FAIRVIEW APARTMENT 21,CLOSED,EHO1,Noise Pollution Incident,26/04/2011,717203.09,736320.63
281694,AGENT,MOUNT ARGUS PARK HAROLD'S CROSS 3,CLOSED,EHO1,Noise Pollution Incident,26/07/2011,713978.40,731470.44
293654,AGENT,PRUSSIA STREET STONEYBATTER 35-39 PARK SHOPPING CENTRE,CLOSED,EHO1,Noise Pollution Incident,24/08/2011,714054.42,735347.26
300994,AGENT,LORCAN AVENUE SANTRY 86,CLOSED,EHO1,Noise Pollution Incident,12/09/2011,717434.62,739374.73
280230,AGENT,RATHDOWN ROAD PHIBSBOROUGH 51,CLOSED,EHO1,Noise Pollution Incident,22/07/2011,714585.51,735480.06
269696,AGENT,NEWBRIDGE AVENUE SANDYMOUNT 2,CLOSED,EHO1,Noise Pollution Incident,01/07/2011,718257.60,733074.73
269670,AGENT,BEGGAR'S BUSH COURT SHELBOURNE ROAD BALLSBRIDGE APARTMENT 13A,CLOSED,EHO1,Noise Pollution Incident,01/07/2011,717621.58,733221.78
288214,AGENT,ESSEX STREET WEST DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,09/08/2011,315283,234067
279624,AGENT,SYNGE LANE THE COACHWORKS,CLOSED,EHO1,Noise Pollution Incident,21/07/2011,715393.54,732679.45
299410,AGENT,VIRGINIA DRIVE FINGLAS SOUTH 26E,CLOSED,EHO1,Noise Pollution Incident,07/09/2011,712144.66,738218.07
299776,AGENT,BERKELEY STREET PHIBSBOROUGH JAMES MAC SWEENEY HOUSE 5,CLOSED,EHO1,Noise Pollution Incident,08/09/2011,715236.04,735542.43
299824,AGENT,MARYFIELD CRESCENT ARTANE 92,CLOSED,EHO1,Noise Pollution Incident,08/09/2011,718896.93,738842.94
301014,AGENT,SOUTH GREAT GEORGE'S STREET DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,12/09/2011,315584,233736
281126,AGENT,BUNRATTY ROAD BONNYBROOK 33,CLOSED,EHO1,Noise Pollution Incident,25/07/2011,719321.93,739559.02
277710,AGENT,SOMERVILLE GREEN WALKINSTOWN 8,CLOSED,EHO1,Noise Pollution Incident,18/07/2011,711928.55,731402.60
266150,AGENT,CHARLEVILLE CLOSE RATHGAR 81 ASH MEWS,CLOSED,EHO1,Noise Pollution Incident,23/06/2011,715338.99,731708.64
299912,AGENT,FOWNES STREET UPPER 7A,CLOSED,EHO1,Noise Pollution Incident,08/09/2011,715623.11,734189.81
290744,AGENT,JOY STREET RINGSEND 10,CLOSED,EHO1,Noise Pollution Incident,16/08/2011,717576.25,733677.30
288740,AGENT,NEW COURT NEW STREET SOUTH FLAT 9C,CLOSED,EHO1,Noise Pollution Incident,10/08/2011,715022.00,733382.58
298268,AGENT,SHELMALIER ROAD EAST WALL 3,CLOSED,EHO1,Noise Pollution Incident,05/09/2011,717506.73,735224.61
298372,AGENT,TEMPLE LANE NORTH TEMPLE HOUSE 7,CLOSED,EHO1,Noise Pollution Incident,05/09/2011,715915.17,735241.83
268102,AGENT,PARNELL STREET 98,CLOSED,EHO1,Noise Pollution Incident,28/06/2011,715889.65,735101.29
286764,AGENT,BACHELORS WALK APARTMENTS BACHELORS WALK APARTMENT 53,CLOSED,EHO1,Noise Pollution Incident,04/08/2011,715653.69,734356.60
278958,AGENT,GEORGE'S QUAY 1,CLOSED,EHO1,Noise Pollution Incident,20/07/2011,716131.63,734432.43
299950,AGENT,LEIX ROAD CABRA 28,CLOSED,EHO1,Noise Pollution Incident,08/09/2011,714165.95,735985.58
272168,AGENT,LEIN ROAD HARMONSTOWN 13,CLOSED,EHO1,Noise Pollution Incident,07/07/2011,720550.73,738378.33
288514,AGENT,BOTANIC AVENUE DRUMCONDRA 197,CLOSED,EHO1,Noise Pollution Incident,10/08/2011,715833.31,736778.58
298566,AGENT,NEWMARKET STREET DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,06/09/2011,314874,233328
278250,AGENT,GEORGE'S QUAY DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,19/07/2011,316259,234419
289128,AGENT,PIM STREET 7/7A CULVERT APARTMENTS APARTMENT 20,CLOSED,EHO1,Noise Pollution Incident,11/08/2011,714050.77,733508.92
277386,AGENT,RATHMINES TOWN CENTRE RATHMINES ROAD LOWER RATHMINES APARTMENT 43,CLOSED,EHO1,Noise Pollution Incident,18/07/2011,715630.36,731967.17
277784,AGENT,KELLYS ROW KELLY'S COURT APARTMENT 23,CLOSED,EHO1,Noise Pollution Incident,18/07/2011,715706.10,735630.40
290898,AGENT,SAINT MARGARET'S AVENUE 1,CLOSED,EHO1,Noise Pollution Incident,17/08/2011,716261.81,735686.02
289094,AGENT,"LIME STREET BLOCK A, THE WINDMILL APARTMENT 24",CLOSED,EHO1,Noise Pollution Incident,11/08/2011,716931.88,734279.00
270336,AGENT,O'CONNELL GARDENS SANDYMOUNT 37,CLOSED,EHO1,Noise Pollution Incident,04/07/2011,718066.46,733257.86
297434,AGENT,SAINT FRANCIS' SQUARE DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,02/09/2011,315050,233631
271558,AGENT,COWS LANE DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,06/07/2011,315337,234022
290244,AGENT,NORTH CIRCULAR ROAD 383A FERN HOUSE,CLOSED,EHO1,Noise Pollution Incident,15/08/2011,715111.54,735941.78
290210,AGENT,CAPEL STREET DUBLIN 1,CLOSED,EHO1,Noise Pollution Incident,15/08/2011,315260,234242
289992,AGENT,RATHDOWN SQUARE NORTH CIRCULAR ROAD 13,CLOSED,EHO1,Noise Pollution Incident,15/08/2011,714011.56,735446.37
280186,AGENT,BLACKBERRY LANE RATHMINES,CLOSED,EHO1,Noise Pollution Incident,22/07/2011,315550,232292
292300,AGENT,MOY ELTA ROAD EAST WALL 38,CLOSED,EHO1,Noise Pollution Incident,22/08/2011,717348.30,735393.00
290686,AGENT,SAINT DONAGH'S ROAD DONAGHMEDE 230,CLOSED,EHO1,Noise Pollution Incident,16/08/2011,722569.67,739445.68
279140,AGENT,SHELBOURNE ROAD BALLSBRIDGE 50,CLOSED,EHO1,Noise Pollution Incident,20/07/2011,717712.07,733199.93
285016,AGENT,ROWSERSTOWN LANE KILMAINHAM,CLOSED,EHO1,Noise Pollution Incident,03/08/2011,312833,233680
269100,AGENT,MARY STREET LITTLE SMITHFIELD 23 TYRONE HOUSE,CLOSED,EHO1,Noise Pollution Incident,30/06/2011,715211.69,734509.25
295862,AGENT,HUME CENTRE HUME AVENUE PARK WEST INDUSTRIAL PARK UNIT A4,CLOSED,EHO1,Noise Pollution Incident,30/08/2011,708983.32,732440.81
304448,AGENT,MARYFIELD CRESCENT ARTANE 90,CLOSED,EHO1,Noise Pollution Incident,20/09/2011,718906.55,738842.10
272008,AGENT,EMMET ROAD INCHICORE 49,CLOSED,EHO1,Noise Pollution Incident,07/07/2011,712399.82,733619.78
268514,AGENT,HERBERT PARK LANE ANGLESEA ROAD BALLSBRIDGE THE CEDARS APARTMENT 48,CLOSED,EHO1,Noise Pollution Incident,29/06/2011,717774.65,732242.95
294390,AGENT,SMITHFIELD VILLAGE SMITHFIELD APARTMENT 48,CLOSED,EHO1,Noise Pollution Incident,25/08/2011,714709.89,734446.96
292480,AGENT,SEAPARK DRIVE CLONTARF 50,CLOSED,EHO1,Noise Pollution Incident,22/08/2011,720734.94,736163.26
295788,AGENT,LANSDOWNE ROAD BALLSBRIDGE,CLOSED,EHO1,Noise Pollution Incident,30/08/2011,317606,232771
281344,AGENT,COLLINSWOOD COLLINS AVENUE DONNYCARNEY 59,CLOSED,EHO1,Noise Pollution Incident,25/07/2011,717559.26,738146.31
270934,AGENT,GARDINER STREET LOWER GANDON HALL 47,CLOSED,EHO1,Noise Pollution Incident,05/07/2011,716159.55,734983.16
280166,AGENT,ANNA VILLA RANELAGH 52,CLOSED,EHO1,Noise Pollution Incident,22/07/2011,716541.13,731695.77
293124,AGENT,LEESON PARK RANELAGH 36 LYONS HOUSE,CLOSED,EHO1,Noise Pollution Incident,23/08/2011,716340.82,732531.43
303732,AGENT,WESTFIELD ROAD HAROLD'S CROSS 52 MOUNTPLEASANT,CLOSED,EHO1,Noise Pollution Incident,19/09/2011,714414.84,731258.48
274084,AGENT,SHANARD AVENUE SANTRY 25,CLOSED,EHO1,Noise Pollution Incident,11/07/2011,715593.36,739216.56
295152,AGENT,CROW STREET SPRANGERS YARD APARTMENT 10,CLOSED,EHO1,Noise Pollution Incident,29/08/2011,715614.57,734128.70
282284,AGENT,LEESON STREET UPPER 13,CLOSED,EHO1,Noise Pollution Incident,27/07/2011,716398.33,732618.41
267212,AGENT,THE MILLS EDENMORE PARK RAHENY 33,CLOSED,EHO1,Noise Pollution Incident,27/06/2011,721102.98,739199.17
293066,AGENT,LONGMEADOWS APARTMENTS CONYNGHAM ROAD DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,23/08/2011,313252,234407
281216,AGENT,WALNUT COURT WHITEHALL 23,CLOSED,EHO1,Noise Pollution Incident,25/07/2011,716369.48,738046.07
270710,AGENT,MORNINGTON ROAD RANELAGH,CLOSED,EHO1,Noise Pollution Incident,05/07/2011,316460,231543
292416,AGENT,RING STREET INCHICORE,CLOSED,EHO1,Noise Pollution Incident,22/08/2011,311164,233091
285004,AGENT,GEORGE'S QUAY 1,CLOSED,EHO1,Noise Pollution Incident,03/08/2011,716131.63,734432.43
293306,AGENT,EARL STREET SOUTH THE WEAVERS APARTMENT 61,CLOSED,EHO1,Noise Pollution Incident,23/08/2011,714514.61,733708.39
273934,AGENT,BROOKFIELD COURT BROOKFIELD GREEN KIMMAGE,CLOSED,EHO1,Noise Pollution Incident,11/07/2011,313290,230669
296866,AGENT,BRUNSWICK STREET NORTH SMITHFIELD 64-69 THE RED MILL APARTMENTS,CLOSED,EHO1,Noise Pollution Incident,01/09/2011,714650.69,734731.98
270292,AGENT,MANOR STREET STONEYBATTER,CLOSED,EHO1,Noise Pollution Incident,04/07/2011,314201,234793
268560,AGENT,PEMBROKE SQUARE GRAND CANAL STREET UPPER BALLSBRIDGE THE BERKLEY BLOCK APARTMENT 186,CLOSED,EHO1,Noise Pollution Incident,29/06/2011,717369.66,733480.67
295306,AGENT,TEMPLE LANE SOUTH 23/24 THE GREEN BUILDING,CLOSED,EHO1,Noise Pollution Incident,29/08/2011,715591.00,734118.10
274370,AGENT,BEN EDAIR ROAD ARBOUR HILL 46,CLOSED,EHO1,Noise Pollution Incident,12/07/2011,713929.72,735020.17
292390,AGENT,GEORGE'S PLACE FLATS GEORGE'S PLACE FLAT 41,CLOSED,EHO1,Noise Pollution Incident,22/08/2011,715698.92,735598.59
294634,AGENT,ESSEX STREET WEST PUDDING ROW,CLOSED,EHO1,Noise Pollution Incident,26/08/2011,715296.70,734108.48
295366,AGENT,CROW STREET 1,CLOSED,EHO1,Noise Pollution Incident,29/08/2011,715602.88,734105.35
155760,AGENT,EXCHEQUER STREET 29,CLOSED,EHO1,Noise Pollution Incident,05/10/2010,715692.88,733951.17
147800,AGENT,COLLINS AVENUE 1,CLOSED,EHO1,Noise Pollution Incident,16/09/2010,718490.43,737626.08
167040,AGENT,BENSON STREET BUTLERS HOUSE,CLOSED,EHO1,Noise Pollution Incident,01/11/2010,717616.52,734181.72
167136,AGENT,ORMOND QUAY UPPER DUBLIN 7,CLOSED,EHO1,Noise Pollution Incident,01/11/2010,315122,234180
143306,AGENT,PARLIAMENT STREET 33/34 THE CUTLERS,CLOSED,EHO1,Noise Pollution Incident,02/09/2010,715355.29,734095.16
143314,AGENT,OSSORY ROAD NORTH STRAND,CLOSED,EHO1,Noise Pollution Incident,02/09/2010,316969,235254
143320,AGENT,HEUSTON STATION SAINT JOHN'S ROAD WEST DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,02/09/2010,313460,234217
172086,AGENT,ROGER'S LANE ELY MEWS APARTMENT 13,CLOSED,EHO1,Noise Pollution Incident,09/11/2010,716348.37,733341.47
172372,AGENT,HERBERT STREET THE PLANTATION APARTMENT 8,CLOSED,EHO1,Noise Pollution Incident,09/11/2010,716837.23,733166.28
165086,AGENT,FITZWILLIAM SQUARE NORTH 64,CLOSED,EHO1,Noise Pollution Incident,28/10/2010,716469.79,733156.26
172182,AGENT,BARROW STREET RINGSEND,CLOSED,EHO1,Noise Pollution Incident,09/11/2010,317490,233407
155728,AGENT,SPENCER DOCK 1,CLOSED,EHO1,Noise Pollution Incident,05/10/2010,717036.59,734816.13
170544,AGENT,BUTTERCUP CLOSE DARNDALE 131,CLOSED,EHO1,Noise Pollution Incident,05/11/2010,720446.41,740292.69
147924,AGENT,MEATH STREET DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,16/09/2010,314665,233535
172256,AGENT,SUSSEX TERRACE BALLSBRIDGE,CLOSED,EHO1,Noise Pollution Incident,09/11/2010,316499,232700
153222,AGENT,KIMMAGE ROAD LOWER KIMMAGE,CLOSED,EHO1,Noise Pollution Incident,29/09/2010,313379,230405
143036,AGENT,CARLISLE STREET 23,CLOSED,EHO1,Noise Pollution Incident,01/09/2010,715115.83,732787.27
145164,AGENT,CROSBIE'S YARD WEST ROAD EAST WALL BLOCK B APARTMENT 120,CLOSED,EHO1,Noise Pollution Incident,08/09/2010,717094.52,735376.34
178794,AGENT,RAILWAY ROAD CLONGRIFFIN BLOCK 18 APARTMENT 2,CLOSED,EHO1,Noise Pollution Incident,24/11/2010,723012.09,740545.37
144652,AGENT,CROSBIES YARD TOLKA QUAY ROAD DUBLIN PORT,CLOSED,EHO1,Noise Pollution Incident,07/09/2010,320103,235029
164002,AGENT,PARNELL STREET GREGG COURT APARTMENT 4,CLOSED,EHO1,Noise Pollution Incident,26/10/2010,715563.31,734821.65
158592,AGENT,RANELAGH ROAD RANELAGH,CLOSED,EHO1,Noise Pollution Incident,11/10/2010,315951,232000
175482,AGENT,CROSBIE'S YARD WEST ROAD EAST WALL BLOCK D APARTMENT 201,CLOSED,EHO1,Noise Pollution Incident,16/11/2010,717118.23,735335.11
147464,AGENT,MAGENNIS SQUARE 18,CLOSED,EHO1,Noise Pollution Incident,15/09/2010,716664.38,734154.05
166824,AGENT,BLOOMFIELD AVENUE SAINT KEVINS APARTMENT 15,CLOSED,EHO1,Noise Pollution Incident,01/11/2010,715126.34,732695.80
152640,AGENT,CORRIB ROAD TERENURE 2,CLOSED,EHO1,Noise Pollution Incident,28/09/2010,713577.57,730716.06
155316,AGENT,EMMET ROAD INCHICORE 43,CLOSED,EHO1,Noise Pollution Incident,04/10/2010,712416.28,733618.79
164388,AGENT,SAINT MARY'S ROAD EAST WALL 37,CLOSED,EHO1,Noise Pollution Incident,27/10/2010,717502.25,735111.33
143232,AGENT,ORMOND QUAY LOWER 1,CLOSED,EHO1,Noise Pollution Incident,02/09/2010,715355.38,734288.02
146006,AGENT,CAPTAIN'S ROAD CRUMLIN 228,CLOSED,EHO1,Noise Pollution Incident,10/09/2010,712800.59,730951.30
156006,AGENT,GLANDORE ROAD DRUMCONDRA,CLOSED,EHO1,Noise Pollution Incident,05/10/2010,317233,237206
156398,AGENT,FLEET STREET 10 THE MORGAN HOTEL,CLOSED,EHO1,Noise Pollution Incident,06/10/2010,715798.75,734250.81
176414,AGENT,GRANITE TERRACE INCHICORE 3,CLOSED,EHO1,Noise Pollution Incident,18/11/2010,711659.09,733431.65
143624,AGENT,EMMET BUILDINGS WATLING STREET BLOCK B 11,CLOSED,EHO1,Noise Pollution Incident,03/09/2010,714254.05,734070.53
147146,AGENT,PEARSE HOUSE HANOVER STREET EAST FLAT 24D,CLOSED,EHO1,Noise Pollution Incident,14/09/2010,716891.10,734156.33
174926,AGENT,BLACKHORSE AVENUE 375,CLOSED,EHO1,Noise Pollution Incident,15/11/2010,712081.95,736183.99
148064,AGENT,GRAND CANAL WHARF SOUTH DOCK ROAD RINGSEND,CLOSED,EHO1,Noise Pollution Incident,16/09/2010,317827,233880
158412,AGENT,LANSDOWNE ROAD BALLSBRIDGE,CLOSED,EHO1,Noise Pollution Incident,11/10/2010,317606,232771
155994,AGENT,CHURCH STREET UPPER SMITHFIELD,CLOSED,EHO1,Noise Pollution Incident,05/10/2010,314952,234688
142964,AGENT,PARKGATE STREET DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,01/09/2010,313511,234417
154090,AGENT,GLENTWORTH PARK ARD NA GR+INE 17,CLOSED,EHO1,Noise Pollution Incident,30/09/2010,720973.69,739959.38
158336,AGENT,CROSBIE'S YARD WEST ROAD EAST WALL,CLOSED,EHO1,Noise Pollution Incident,11/10/2010,317187,235331
168586,AGENT,DISTILLERY LOFTS DISTILLERY ROAD DRUMCONDRA THE GRANARY APARTMENT 3,CLOSED,EHO1,Noise Pollution Incident,03/11/2010,716676.44,736371.51
147582,AGENT,FREDERICK STREET NORTH 33,CLOSED,EHO1,Noise Pollution Incident,15/09/2010,715540.91,735272.67
158398,AGENT,ANNE STREET NORTH SMITHFIELD,CLOSED,EHO1,Noise Pollution Incident,11/10/2010,315089,234556
181142,AGENT,MILLTOWN AVENUE MOUNT SAINT ANNES 63,CLOSED,EHO1,Noise Pollution Incident,30/11/2010,716543.53,730807.76
142992,AGENT,MILLTOWN ROAD MILLTOWN,CLOSED,EHO1,Noise Pollution Incident,01/09/2010,316056,230048
154038,AGENT,SPENCER DOCK NORTH WALL QUAY NORTH WALL PAKENHAM HOUSE APARTMENT 12,CLOSED,EHO1,Noise Pollution Incident,30/09/2010,717313.71,734735.88
169150,AGENT,MAIN STREET CLONGRIFFIN 19 APARTMENT 1,CLOSED,EHO1,Noise Pollution Incident,04/11/2010,722851.12,740723.22
154054,AGENT,LENNOX STREET 65,CLOSED,EHO1,Noise Pollution Incident,30/09/2010,715310.30,732601.14
159058,AGENT,CLONSKEAGH ROAD CLONSKEAGH 3,CLOSED,EHO1,Noise Pollution Incident,12/10/2010,717204.76,731185.50
1478,AGENT,BRIDGE WATER QUAY ISLANDBRIDGE 77,CLOSED,Customer Services Centre,Noise Pollution Incident,01/07/2009,712811.71,734379.75
1976,AGENT,WOLFE TONE STREET 39_53 WOLFE TONE HOUSE,CLOSED,EHO1,Noise Pollution Incident,02/07/2009,715349.32,734516.99
374284,AGENT,GARVILLE AVENUE UPPER RATHGAR 53,CLOSED,EHO1,Noise Pollution Incident,30/03/2012,714789.17,730802.20
372624,AGENT,GRANTHAM STREET DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,26/03/2012,315393,232899
371230,AGENT,BATH AVENUE SANDYMOUNT 17,CLOSED,EHO1,Noise Pollution Incident,20/03/2012,717713.65,733330.07
1482,AGENT,BRIDGE WATER QUAY ISLANDBRIDGE 77,CLOSED,EHO1,Noise Pollution Incident,01/07/2009,712811.71,734379.75
1912,AGENT,FITZWILLIAM STREET LOWER 8,CLOSED,EHO1,Noise Pollution Incident,02/07/2009,716612.53,733319.81
375682,AGENT,ARDLEA ROAD ARTANE 150 SANTA MARIA,CLOSED,EHO1,Noise Pollution Incident,03/04/2012,718912.34,738891.37
365094,AGENT,PEARSE HOUSE HANOVER STREET EAST FLAT 31B,CLOSED,EHO1,Noise Pollution Incident,28/02/2012,716829.41,734168.75
371452,AGENT,HAWTHORN TERRACE EAST WALL 14,CLOSED,EHO1,Noise Pollution Incident,21/03/2012,717287.47,735202.27
744,AGENT,OLD MILL COURT MALPAS STREET 9,CLOSED,EHO1,Noise Pollution Incident,29/06/2009,714925.95,733146.11
375712,AGENT,WHITWORTH ROAD DRUMCONDRA 57,CLOSED,EHO1,Noise Pollution Incident,03/04/2012,715358.58,736221.44
996,AGENT,AVONDALE PARK RAHENY 21,CLOSED,EHO1,Noise Pollution Incident,30/06/2009,721669.34,738131.78
364332,AGENT,BURGH QUAY 10,CLOSED,EHO1,Noise Pollution Incident,24/02/2012,716059.71,734414.55
374010,AGENT,BUCKINGHAM STREET UPPER 24,CLOSED,EHO1,Noise Pollution Incident,29/03/2012,716477.02,735264.13
374248,AGENT,CLANAWLEY ROAD DONNYCARNEY 38,CLOSED,EHO1,Noise Pollution Incident,30/03/2012,719129.53,737456.66
1594,AGENT,SMITHFIELD MARKET SMITHFIELD BLOCK F,CLOSED,EHO1,Noise Pollution Incident,01/07/2009,714608.67,734596.52
371480,AGENT,CUMBERLAND STREET NORTH DUBLIN 1,CLOSED,EHO1,Noise Pollution Incident,21/03/2012,316031,235001
1886,AGENT,FITZWILLIAM STREET LOWER 8,CLOSED,EHO1,Noise Pollution Incident,02/07/2009,716612.53,733319.81
1880,AGENT,CASTLETIMON ROAD COOLOCK 38,CLOSED,EHO1,Noise Pollution Incident,02/07/2009,717849.31,739856.93
369718,AGENT,SIGURD ROAD ARBOUR HILL 16,CLOSED,EHO1,Noise Pollution Incident,16/03/2012,714034.79,734977.55
377512,AGENT,BATH AVENUE SANDYMOUNT 25,CLOSED,EHO1,Noise Pollution Incident,10/04/2012,717748.04,733334.19
2602,AGENT,FITZWILLIAM STREET LOWER 8,CLOSED,EHO1,Noise Pollution Incident,06/07/2009,716612.53,733319.81
368404,AGENT,MARLBOROUGH STREET 61-64,CLOSED,EHO1,Noise Pollution Incident,09/03/2012,715862.21,735033.42
375392,AGENT,GEORGE'S QUAY 2 GEORGE'S QUAY APARTMENTS APARTMENT 42,CLOSED,EHO1,Noise Pollution Incident,02/04/2012,716139.80,734436.33
376204,AGENT,SUMMERHILL PARADE 35,CLOSED,EHO1,Noise Pollution Incident,05/04/2012,716580.23,735602.21
368894,AGENT,RANELAGH 75/77,CLOSED,EHO1,Noise Pollution Incident,12/03/2012,716415.84,731850.49
2166,AGENT,KING STREET NORTH 16,CLOSED,EHO1,Noise Pollution Incident,03/07/2009,715068.98,734760.44
2178,AGENT,FITZWILLIAM STREET LOWER 8,CLOSED,EHO1,Noise Pollution Incident,03/07/2009,716612.53,733319.81
374090,AGENT,CROMCASTLE DRIVE COOLOCK,CLOSED,EHO1,Noise Pollution Incident,29/03/2012,318578,239486
364308,AGENT,BURGH QUAY 10,CLOSED,EHO1,Noise Pollution Incident,24/02/2012,716059.71,734414.55
369272,AGENT,HAROLDVILLE AVENUE DOLPHIN'S BARN 5,CLOSED,EHO1,Noise Pollution Incident,14/03/2012,713714.48,733023.62
375256,AGENT,WILTON PLACE COURT APARTMENTS APARTMENT 39,CLOSED,EHO1,Noise Pollution Incident,02/04/2012,716671.28,733005.75
372712,AGENT,RIBH ROAD HARMONSTOWN 19,CLOSED,EHO1,Noise Pollution Incident,26/03/2012,720327.10,738229.35
3078,AGENT,FITZWILLIAM STREET LOWER 9/10,CLOSED,EHO1,Noise Pollution Incident,07/07/2009,716604.36,733308.33
10496,AGENT,VICTORIA VILLAGE RATHGAR APARTMENT 8,CLOSED,EHO1,Noise Pollution Incident,29/07/2009,714964.33,730799.44
6982,AGENT,CARMAN'S HALL CARMAN'S COURT APARTMENT 1,CLOSED,EHO1,Noise Pollution Incident,20/07/2009,714872.86,733674.66
13700,AGENT,WOLSELEY STREET 27,CLOSED,Customer Services Centre,Noise Pollution Incident,10/08/2009,714497.52,732791.84
4338,AGENT,OSTMAN PLACE ARBOUR HILL 20,CLOSED,EHO1,Noise Pollution Incident,10/07/2009,714116.82,734953.18
14744,AGENT,CLANBRASSIL TERRACE 13-14,CLOSED,EHO1,Noise Pollution Incident,13/08/2009,714904.84,733065.65
6294,AGENT,ECCLES STREET PHIBSBOROUGH MATER MISERICORDIAE HOSPITAL,CLOSED,EHO1,Noise Pollution Incident,16/07/2009,715272.66,735752.30
13424,AGENT,SAINT STEPHEN'S GREEN 16,CLOSED,EHO1,Noise Pollution Incident,10/08/2009,715995.99,733553.95
11346,AGENT,MERCHANT'S ARCH 1,CLOSED,EHO1,Noise Pollution Incident,30/07/2009,715669.77,734232.62
11908,AGENT,LOMBARD STREET WEST 40,CLOSED,EHO1,Noise Pollution Incident,04/08/2009,714941.67,732928.00
10504,AGENT,KINCORA ROAD CLONTARF 104,CLOSED,EHO1,Noise Pollution Incident,29/07/2009,720168.49,736184.36
8936,AGENT,SAINT MARY'S PARK WALKINSTOWN 37,CLOSED,EHO1,Noise Pollution Incident,23/07/2009,711713.49,731590.10
2986,AGENT,RANELAGH AVENUE RANELAGH 3,CLOSED,EHO1,Noise Pollution Incident,07/07/2009,716280.68,732011.48
9996,AGENT,VICTORIA VILLAS MARINO 8,CLOSED,EHO1,Noise Pollution Incident,28/07/2009,717979.21,736596.76
15780,AGENT,MARYFIELD DRIVE ARTANE 18,CLOSED,EHO1,Noise Pollution Incident,18/08/2009,718816.33,738851.80
10626,AGENT,DAME STREET 79,CLOSED,EHO1,Noise Pollution Incident,29/07/2009,715415.07,734072.73
4702,AGENT,GLENAULIN CHAPELIZOD 12,CLOSED,EHO1,Noise Pollution Incident,13/07/2009,709464.84,734850.19
6384,AGENT,MILLROSE ESTATE BLUEBELL 9,CLOSED,EHO1,Noise Pollution Incident,17/07/2009,710474.81,732632.19
3942,AGENT,EATON ROAD TERENURE 5,CLOSED,EHO1,Noise Pollution Incident,09/07/2009,714331.26,730425.88
5628,AGENT,RICHMOND ROAD FAIRVIEW 111,CLOSED,EHO1,Noise Pollution Incident,15/07/2009,716496.57,736624.26
6292,AGENT,TEMPLE LANE SOUTH 5/6 APARTMENT 1,CLOSED,EHO1,Noise Pollution Incident,16/07/2009,715568.05,734127.68
11374,AGENT,SOUTH CIRCULAR ROAD 622,CLOSED,EHO1,Noise Pollution Incident,30/07/2009,713064.41,733431.30
8230,AGENT,ROOSEVELT COTTAGES NAVAN ROAD 10,CLOSED,EHO1,Noise Pollution Incident,22/07/2009,712485.73,736301.41
14644,AGENT,ASDILL'S ROW CRAMPTON BUILDINGS,CLOSED,EHO1,Noise Pollution Incident,13/08/2009,715709.96,734276.15
334598,AGENT,RATHMINES ROAD LOWER RATHMINES 121,CLOSED,EHO1,Noise Pollution Incident,25/11/2011,715562.09,732057.02
328112,AGENT,DONAGHMEDE ROAD DONAGHMEDE DONAGHMEDE SHOPPING CENTRE,CLOSED,EHO1,Noise Pollution Incident,09/11/2011,722213.48,739860.02
334316,AGENT,GEORGE'S DOCK I.F.S.C. 5,CLOSED,EHO1,Noise Pollution Incident,24/11/2011,716733.68,734700.18
305778,AGENT,SIR JOHN ROGERSON'S QUAY 1 CAMPSHIRE HALL,CLOSED,EHO1,Noise Pollution Incident,22/09/2011,716778.70,734347.39
308510,AGENT,SHELMALIER ROAD EAST WALL 3,CLOSED,EHO1,Noise Pollution Incident,28/09/2011,717506.73,735224.61
314548,AGENT,ALL SAINTS CLOSE ALL SAINTS PARK RAHENY APARTMENT 6,CLOSED,Customer Services Centre,Noise Pollution Incident,12/10/2011,721246.12,737833.72
314842,AGENT,EXCHANGE STREET LOWER DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,12/10/2011,315271,234104
331150,AGENT,ANNAMOE ROAD CABRA 7,CLOSED,EHO1,Noise Pollution Incident,17/11/2011,,
311224,AGENT,TEMPLE BAR DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,04/10/2011,315647,234189
306120,AGENT,KINCORA ROAD CLONTARF 79 SAINT JUDES,CLOSED,EHO1,Noise Pollution Incident,23/09/2011,720311.53,736192.56
311216,AGENT,TEMPLE BAR DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,04/10/2011,315647,234189
