INCIDENT_NUMBER,SR_CREATION_CHANNEL,INCIDENT_ADDRESS,STATUS,GROUP_NAME,NAME,INCIDENT_DATE,ATTRIBUTE5,ATTRIBUTE6
354654,AGENT,MOURNE ROAD DRIMNAGH 532,CLOSED,Drainage South City,Report Sewer Problem,20/01/2012,712776.49,732809.16
359340,AGENT,MOATVIEW AVENUE PRIORSWOOD 23,CLOSED,Drainage North City,Report Sewer Problem,08/02/2012,719538.64,740586.57
355460,AGENT,MERRION ROAD 250,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,719457.96,731153.68
360586,AGENT,CASEMENT ROAD DUNSINK ROAD FINGLAS WEST 201,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,712912.28,738559.36
359692,AGENT,BERKELEY STREET PHIBSBOROUGH JAMES MAC SWEENEY HOUSE 3,CLOSED,Drainage North City,Report Sewer Problem,10/02/2012,715236.04,735542.43
353308,AGENT,BLACKHALL PLACE DUBLIN 7,CLOSED,Drainage North City,Report Sewer Problem,18/01/2012,314432,234310
360602,AGENT,ROSEGLEN AVENUE KILBARRACK 41,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,722347.65,738866.17
366476,AGENT,GATEWAY CRESCENT BALLYMUN 38,CLOSED,Drainage North City,Report Sewer Problem,02/03/2012,715320.12,739632.63
344072,AGENT,FERRYCARRIG ROAD COOLOCK 82,CLOSED,Drainage North City,Report Sewer Problem,21/12/2011,719836.14,740258.64
348938,AGENT,BLUEBELL AVENUE BLUEBELL,CLOSED,Drainage South City,Report Sewer Problem,06/01/2012,309698,232058
350158,AGENT,CHURCH WALK NAVAN ROAD RIVERSTON ABBEY 11,CLOSED,Drainage North City,Report Sewer Problem,09/01/2012,712319.48,736788.00
359512,AGENT,DINGLE ROAD CABRA WEST 56,CLOSED,Drainage North City,Report Sewer Problem,09/02/2012,713452.96,736419.45
350194,AGENT,OLDTOWN AVENUE SANTRY 56,CLOSED,Drainage North City,Report Sewer Problem,09/01/2012,715857.61,739515.31
348602,AGENT,HADDINGTON ROAD BALLSBRIDGE 31,CLOSED,Drainage South City,Report Sewer Problem,05/01/2012,716998.79,733010.60
359398,AGENT,BELGRAVE TERRACE MOUNT PLEASANT AVENUE UPPER RATHMINES 1,CLOSED,Drainage South City,Report Sewer Problem,08/02/2012,715871.66,731831.98
365188,AGENT,TALBOT STREET 107-109,CLOSED,Drainage North City,Report Sewer Problem,28/02/2012,715981.34,734732.99
355738,AGENT,GRAY STREET 23,CLOSED,Drainage South City,Report Sewer Problem,25/01/2012,714532.05,733601.43
365656,AGENT,DUNVILLE AVENUE RATHMINES 9,CLOSED,Drainage South City,Report Sewer Problem,01/03/2012,716231.37,731504.50
360340,AGENT,TERENURE ROAD NORTH TERENURE 93,CLOSED,Drainage South City,Report Sewer Problem,13/02/2012,714417.39,730297.95
362192,AGENT,BURLINGTON ROAD BALLSBRIDGE,CLOSED,Drainage South City,Report Sewer Problem,20/02/2012,316753,232411
359290,AGENT,WILLIAMS PLACE SOUTH 29,CLOSED,Drainage South City,Report Sewer Problem,08/02/2012,715110.99,733073.85
343530,AGENT,HOLLYTREE TERRACE BALBUTCHER LANE BALLYMUN 17,CLOSED,Drainage North City,Report Sewer Problem,19/12/2011,714776.03,740117.86
367456,AGENT,GRACE PARK HEIGHTS DRUMCONDRA 413,CLOSED,Drainage North City,Report Sewer Problem,05/03/2012,717328.04,737996.30
350718,AGENT,RICHMOND AVENUE FAIRVIEW,CLOSED,Drainage North City,Report Sewer Problem,11/01/2012,316972,236182
365464,AGENT,PLUNKETT CRESCENT FINGLAS WEST 5,CLOSED,Drainage North City,Report Sewer Problem,29/02/2012,712501.27,740071.92
367894,AGENT,COOLEY ROAD DRIMNAGH 281,CLOSED,Drainage South City,Report Sewer Problem,06/03/2012,711521.50,732768.35
358856,AGENT,LEESON STREET UPPER 137,CLOSED,Drainage South City,Report Sewer Problem,07/02/2012,716447.78,732596.21
355690,AGENT,KIMMAGE ROAD WEST KIMMAGE 48,CLOSED,Drainage South City,Report Sewer Problem,25/01/2012,713040.27,730528.35
343780,AGENT,RICHMOND STREET SOUTH 33 PORTOBELLO HOTEL,CLOSED,Drainage South City,Report Sewer Problem,20/12/2011,715624.36,732529.20
341150,AGENT,EASTMORELAND PLACE BALLSBRIDGE,CLOSED,Drainage South City,Report Sewer Problem,12/12/2011,317128,232820
355666,AGENT,FORTFIELD TERRACE RATHMINES,CLOSED,Drainage South City,Report Sewer Problem,25/01/2012,315720,230726
365752,AGENT,SAINT PAPPIN ROAD WADELAI 13,CLOSED,Drainage North City,Report Sewer Problem,01/03/2012,715286.43,738736.16
364340,AGENT,ARMSTRONG WALK ARTANE 21,CLOSED,Drainage North City,Report Sewer Problem,24/02/2012,719040.27,739618.73
359342,AGENT,BERKELEY ROAD PHIBSBOROUGH 4,CLOSED,Drainage North City,Report Sewer Problem,08/02/2012,715208.32,735601.14
364892,AGENT,VILLA PARK GARDENS NAVAN ROAD 11,CLOSED,Drainage North City,Report Sewer Problem,27/02/2012,712101.87,736216.60
341158,AGENT,RICHMOND MEWS RATHMINES 5,CLOSED,Drainage South City,Report Sewer Problem,12/12/2011,715651.42,732206.16
359562,AGENT,FAIRVIEW STRAND FAIRVIEW 72,CLOSED,Drainage North City,Report Sewer Problem,09/02/2012,717070.41,736138.25
342828,AGENT,BUNTING ROAD WALKINSTOWN 216,CLOSED,Drainage South City,Report Sewer Problem,16/12/2011,711688.48,731453.97
356382,AGENT,CARNLOUGH ROAD CABRA WEST 421,CLOSED,Drainage North City,Report Sewer Problem,27/01/2012,713330.65,736884.70
367606,AGENT,RAMLEH PARK MILLTOWN 81,CLOSED,Drainage South City,Report Sewer Problem,05/03/2012,716958.27,730687.31
340276,AGENT,HOWTH ROAD CLONTARF RERE OF 38,CLOSED,Drainage North City,Report Sewer Problem,09/12/2011,718102.84,736546.58
367524,AGENT,LINDSAY GROVE GLASNEVIN,CLOSED,Drainage North City,Report Sewer Problem,05/03/2012,315100,236356
342338,AGENT,SAINT BARNABAS GARDENS EAST WALL 10,CLOSED,Drainage North City,Report Sewer Problem,15/12/2011,717289.94,735383.89
352718,AGENT,SEVEN OAKS DRUMCONDRA 29,CLOSED,Drainage North City,Report Sewer Problem,16/01/2012,716605.91,737707.21
363662,AGENT,BOTANIC AVENUE DRUMCONDRA 208,CLOSED,Drainage North City,Report Sewer Problem,23/02/2012,715250.52,737214.31
359518,AGENT,ARDLEA ROAD ARTANE 72,CLOSED,Drainage North City,Report Sewer Problem,09/02/2012,719102.50,738607.26
341992,AGENT,BROOKWOOD AVENUE ARTANE 140,CLOSED,Drainage North City,Report Sewer Problem,14/12/2011,720060.27,737747.19
341282,AGENT,CLADDAGH ROAD BALLYFERMOT,CLOSED,Drainage South City,Report Sewer Problem,12/12/2011,308557,233515
348594,AGENT,CLANHUGH ROAD DONNYCARNEY 4,CLOSED,Drainage North City,Report Sewer Problem,05/01/2012,719028.08,737466.64
364882,AGENT,EDENMORE AVENUE RAHENY 100,CLOSED,Drainage North City,Report Sewer Problem,27/02/2012,720657.72,738966.96
356132,AGENT,GRIFFITH AVENUE 263 WHITEHALL DELIVERY OFFICE,CLOSED,Drainage North City,Report Sewer Problem,26/01/2012,716321.89,737680.44
343280,AGENT,CAPEL STREET 108,CLOSED,Drainage North City,Report Sewer Problem,19/12/2011,715220.76,734659.24
366254,AGENT,WILLIAM STREET SOUTH 44/45,CLOSED,Drainage South City,Report Sewer Problem,02/03/2012,715672.57,733746.76
365138,AGENT,ASHFORD STREET ARBOUR HILL 9,CLOSED,Drainage North City,Report Sewer Problem,28/02/2012,713633.38,735099.29
365020,AGENT,HOWTH ROAD RAHENY 363 GRACE VIEW,CLOSED,Drainage North City,Report Sewer Problem,27/02/2012,720834.41,737916.08
364060,AGENT,BEAUMONT ROAD BEAUMONT 42,CLOSED,Drainage North City,Report Sewer Problem,23/02/2012,717226.71,738420.36
341736,AGENT,LARKFIELD AVENUE KIMMAGE 45A,CLOSED,Drainage South City,Report Sewer Problem,13/12/2011,714005.73,731208.87
364864,AGENT,DRUMCONDRA ROAD UPPER DRUMCONDRA 116,CLOSED,Drainage North City,Report Sewer Problem,27/02/2012,716308.76,737236.91
343416,AGENT,HAROLD'S CROSS ROAD HAROLD'S CROSS 161/163,CLOSED,Drainage South City,Report Sewer Problem,19/12/2011,714686.51,731765.17
343496,AGENT,SOUTH CIRCULAR ROAD 433,CLOSED,Drainage South City,Report Sewer Problem,19/12/2011,713404.33,733072.18
365208,AGENT,DORSET STREET LOWER 1,CLOSED,Drainage North City,Report Sewer Problem,28/02/2012,715603.62,735547.98
352788,AGENT,EATON ROAD TERENURE,CLOSED,Drainage South City,Report Sewer Problem,16/01/2012,314337,230389
347048,AGENT,ARDPATRICK ROAD NAVAN ROAD 46,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,712498.13,736114.97
367942,AGENT,GRACE PARK HEIGHTS DRUMCONDRA 69,CLOSED,Drainage North City,Report Sewer Problem,06/03/2012,717196.51,738001.18
344324,AGENT,FERRYCARRIG ROAD COOLOCK 83,CLOSED,Drainage North City,Report Sewer Problem,21/12/2011,719819.04,740306.44
350524,AGENT,MARINO GREEN MARINO 4,CLOSED,Drainage North City,Report Sewer Problem,10/01/2012,717579.74,736680.57
355588,AGENT,DERRY ROAD CRUMLIN,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,312653,231679
367850,AGENT,BERESFORD PLACE 1,CLOSED,Drainage North City,Report Sewer Problem,06/03/2012,716319.27,734699.85
341124,AGENT,MASK AVENUE ARTANE 35,CLOSED,Drainage North City,Report Sewer Problem,12/12/2011,719723.54,738666.13
348378,AGENT,SOUTH CIRCULAR ROAD 433,CLOSED,Drainage South City,Report Sewer Problem,04/01/2012,713404.33,733072.18
367520,AGENT,CLONTARF PARK CLONTARF,CLOSED,Drainage North City,Report Sewer Problem,05/03/2012,320155,235868
364054,AGENT,SAINT AGNES PARK CRUMLIN 62,CLOSED,Drainage South City,Report Sewer Problem,23/02/2012,712399.06,731254.83
344532,AGENT,BLACKHALL PLACE ARBOUR HILL 31,CLOSED,Drainage North City,Report Sewer Problem,22/12/2011,714358.62,734432.68
357134,AGENT,GRIFFITH CLOSE FINGLAS EAST 30A,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,714089.81,738052.29
361356,AGENT,CASEMENT PARK FINGLAS WEST 57,CLOSED,Drainage North City,Report Sewer Problem,17/02/2012,712386.66,739343.31
347086,AGENT,MONTPELIER HILL ARBOUR HILL MONTPELIER MEWS,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,713600.72,734520.88
367878,AGENT,WESLEY PLACE 13,CLOSED,Drainage South City,Report Sewer Problem,06/03/2012,714796.92,732639.54
367574,AGENT,UPPER CROSS ROAD RIALTO 37,CLOSED,Drainage South City,Report Sewer Problem,05/03/2012,713126.50,733108.91
343744,AGENT,MAIN STREET COOLOCK 4,CLOSED,Drainage North City,Report Sewer Problem,20/12/2011,719678.54,738990.61
349042,AGENT,P-IRC NA CUILEANN BALLYMUN 12,CLOSED,Drainage North City,Report Sewer Problem,06/01/2012,714686.82,739784.32
352790,AGENT,EATON ROAD TERENURE,CLOSED,Drainage South City,Report Sewer Problem,16/01/2012,314337,230389
365664,AGENT,MALLIN AVENUE RIALTO,CLOSED,Drainage South City,Report Sewer Problem,01/03/2012,313854,233280
350004,AGENT,FIRST AVENUE 23,CLOSED,Drainage North City,Report Sewer Problem,09/01/2012,717066.84,734966.72
350130,AGENT,FAIRVIEW GREEN MARINO 3,CLOSED,Drainage North City,Report Sewer Problem,09/01/2012,717454.01,736410.86
343746,AGENT,CLANMOYLE ROAD DONNYCARNEY 32,CLOSED,Drainage North City,Report Sewer Problem,20/12/2011,718813.92,737387.34
360856,AGENT,SAINT ATTRACTA ROAD CABRA 99,CLOSED,Drainage North City,Report Sewer Problem,15/02/2012,714217.05,736466.99
347004,AGENT,GRANGE ABBEY CRESCENT GRANGE ABBEY 11,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,722442.62,740244.45
344544,AGENT,CROMCASTLE DRIVE COOLOCK 33,CLOSED,Drainage North City,Report Sewer Problem,22/12/2011,718547.98,739669.28
364058,AGENT,FOXFIELD ROAD RAHENY 87,CLOSED,Drainage North City,Report Sewer Problem,23/02/2012,721844.01,738531.66
344634,AGENT,ENAVILLE AVENUE NORTH STRAND,CLOSED,Drainage North City,Report Sewer Problem,22/12/2011,317107,235848
350304,AGENT,SAINT AGNES ROAD CRUMLIN 10/10A,CLOSED,Drainage South City,Report Sewer Problem,10/01/2012,712171.43,731312.12
344660,AGENT,CLOGHER ROAD CRUMLIN 405 LUMVILLE,CLOSED,Drainage South City,Report Sewer Problem,22/12/2011,714264.46,732474.29
343666,AGENT,SAINT PATRICK'S AVENUE NORTH STRAND 26,CLOSED,Drainage North City,Report Sewer Problem,20/12/2011,717037.45,735838.24
362136,AGENT,SAINT ATTRACTA ROAD CABRA 337,CLOSED,Drainage North City,Report Sewer Problem,20/02/2012,713863.38,736429.17
363468,AGENT,EGLINTON ROAD DONNYBROOK 2 JEFFERSON HOUSE,CLOSED,Drainage South City,Report Sewer Problem,23/02/2012,717732.69,731342.49
364062,AGENT,FAIRVIEW AVENUE UPPER FAIRVIEW 37,CLOSED,Drainage North City,Report Sewer Problem,23/02/2012,717413.05,736382.63
363458,AGENT,NEWGROVE AVENUE SANDYMOUNT,CLOSED,Drainage South City,Report Sewer Problem,23/02/2012,319015,232727
364052,AGENT,CROMWELL'S FORT ROAD WALKINSTOWN,CLOSED,Drainage South City,Report Sewer Problem,23/02/2012,311148,230855
344138,AGENT,EDENMORE AVENUE RAHENY 131,CLOSED,Drainage North City,Report Sewer Problem,21/12/2011,720740.05,739097.52
350034,AGENT,ANNALY ROAD CABRA 11,CLOSED,Drainage North City,Report Sewer Problem,09/01/2012,713925.14,736205.85
351804,AGENT,RATHFARNHAM ROAD TERENURE 17 TERENURE ENTERPRISE CENTRE UNIT 13,CLOSED,Drainage South City,Report Sewer Problem,13/01/2012,714331.67,730101.11
353530,AGENT,SOUTHERN CROSS AVENUE INCHICORE 18 HIGHFIELD,CLOSED,Drainage South City,Report Sewer Problem,19/01/2012,712358.37,733204.19
348928,AGENT,WEST ROAD EAST WALL 17,CLOSED,Drainage North City,Report Sewer Problem,06/01/2012,717387.27,735620.37
360478,AGENT,BELTON PARK ROAD DONNYCARNEY 59,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,718045.89,737556.03
357122,AGENT,LORCAN PARK SANTRY,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,317077,239178
344880,AGENT,BALLYGALL ROAD EAST GLASNEVIN,CLOSED,Drainage North City,Report Sewer Problem,23/12/2011,314509,237738
348954,AGENT,CHARLEMONT GRIFFITH AVENUE 367,CLOSED,Drainage North City,Report Sewer Problem,06/01/2012,717553.73,737794.71
362478,AGENT,CLONLIFFE AVENUE BALLYBOUGH 18,CLOSED,Drainage North City,Report Sewer Problem,21/02/2012,716664.60,735877.84
234532,AGENT,SANDYMOUNT AVENUE BALLSBRIDGE 101 AVONDALE,CLOSED,Drainage South City,Report WaterPollution Incident,11/04/2011,718823.00,732602.33
249230,AGENT,CLONTARF ROAD CLONTARF,CLOSED,Drainage North City,Report WaterPollution Incident,16/05/2011,318018,235714
235404,AGENT,CADOGAN ROAD FAIRVIEW,CLOSED,Drainage North City,Report WaterPollution Incident,13/04/2011,317134,235995
246502,AGENT,BALLYMUN ROAD 101,CLOSED,Drainage North City,Report WaterPollution Incident,09/05/2011,715368.74,738524.72
246446,AGENT,FINN EBER FORT FINGLAS EAST 50,CLOSED,Revenue2,Report WaterPollution Incident,09/05/2011,713204.04,738659.15
262580,AGENT,SIR JOHN ROGERSON'S QUAY DUBLIN 2,CLOSED,Drainage South City,Report WaterPollution Incident,16/06/2011,316844,234235
331052,AGENT,KILWORTH ROAD DRIMNAGH,CLOSED,Drainage South City,Report WaterPollution Incident,17/11/2011,311340,232217
321944,AGENT,SEVEN OAKS DRUMCONDRA 17,CLOSED,Drainage North City,Report WaterPollution Incident,25/10/2011,716662.48,737731.98
321760,AGENT,DINGLE ROAD CABRA WEST 59,CLOSED,Drainage North City,Report WaterPollution Incident,25/10/2011,713475.02,736399.81
356136,AGENT,PODDLE PARK CRUMLIN,CLOSED,Drainage South City,Report WaterPollution Incident,26/01/2012,313556,230844
179348,AGENT,MERRION ROAD 147A SPRING COTTAGE,WAITING,Roads Maintenance,Request New Street Name Plate,25/11/2010,719381.86,731147.46
183630,AGENT,MARINE DRIVE SANDYMOUNT,WAITING,Roads Maintenance,Request New Street Name Plate,08/12/2010,318849,232912
115250,AGENT,SHANLISS AVENUE SANTRY 140,CLOSED,Roads Maintenance,Request New Street Name Plate,29/06/2010,716232.90,739981.19
112478,AGENT,GLIN AVENUE BONNYBROOK,CLOSED,Roads Maintenance,Request New Street Name Plate,22/06/2010,319190,240170
112450,AGENT,GLIN AVENUE BONNYBROOK,CLOSED,Roads Maintenance,Request New Street Name Plate,22/06/2010,319190,240170
220322,AGENT,CREMORE DRIVE GLASNEVIN,CLOSED,Roads Maintenance,Request New Street Name Plate,11/03/2011,314751,237797
216186,AGENT,CHAPEL CRESCENT NAVAN ROAD RIVERSTON ABBEY 2,WAITING,Roads Maintenance,Request New Street Name Plate,01/03/2011,712383.17,737123.47
202402,AGENT,DROMARD ROAD DRIMNAGH 38,WAITING,Roads Maintenance,Request New Street Name Plate,26/01/2011,711782.52,732097.39
209696,AGENT,MONTPELIER PARK ARBOUR HILL,WAITING,Roads Maintenance,Request New Street Name Plate,11/02/2011,313631,234635
211886,AGENT,SAINT ALBAN'S PARK SANDYMOUNT,CLOSED,Roads Maintenance,Request New Street Name Plate,17/02/2011,319301,231369
228236,AGENT,MONTPELIER GARDENS ARBOUR HILL,CLOSED,Roads Maintenance,Request New Street Name Plate,28/03/2011,313515,234648
264974,AGENT,COOLEY ROAD DRIMNAGH,CLOSED,Roads Maintenance,Request New Street Name Plate,22/06/2011,311499,231942
263566,AGENT,LIFFEY STREET LOWER DUBLIN 1,WAITING,Roads Maintenance,Request New Street Name Plate,20/06/2011,315684,234312
228232,AGENT,MONTPELIER GARDENS ARBOUR HILL,WAITING,Roads Maintenance,Request New Street Name Plate,28/03/2011,313515,234648
264972,AGENT,MOURNE ROAD DRIMNAGH,CLOSED,Roads Maintenance,Request New Street Name Plate,22/06/2011,311308,232215
264960,AGENT,WINDMILL ROAD CRUMLIN,CLOSED,Roads Maintenance,Request New Street Name Plate,22/06/2011,312254,231319
243298,AGENT,LANSDOWNE LANE BALLSBRIDGE,CLOSED,Roads Maintenance,Request New Street Name Plate,03/05/2011,317818,233024
244474,AGENT,MAXWELL LANE DUBLIN 6,CLOSED,Roads Maintenance,Request New Street Name Plate,04/05/2011,315618,230900
261356,AGENT,GLIN AVENUE BONNYBROOK 17,CLOSED,Roads Maintenance,Request New Street Name Plate,14/06/2011,719207.37,740181.21
291482,AGENT,BISHOP STREET DUBLIN 8,WAITING,Roads Maintenance,Request New Street Name Plate,18/08/2011,315333,233382
294060,AGENT,IVERAGH ROAD WHITEHALL,CLOSED,Roads Maintenance,Request New Street Name Plate,25/08/2011,316457,238149
290894,AGENT,GLASNEVIN DOWNS GLASNEVIN 111,WAITING,Roads Maintenance,Request New Street Name Plate,17/08/2011,714049.24,737840.19
279554,AGENT,BEATTY'S AVENUE BALLSBRIDGE,WAITING,Roads Maintenance,Request New Street Name Plate,21/07/2011,317900,232417
276520,AGENT,CROMCASTLE CLOSE COOLOCK 28,CLOSED,Roads Maintenance,Request New Street Name Plate,15/07/2011,718394.55,739693.95
272004,AGENT,FRANCIS STREET 32,OPEN,Traffic,Request New Street Name Plate,07/07/2011,714885.97,733776.12
153260,AGENT,KINCORA GROVE CLONTARF,WAITING,Roads Maintenance,Request New Street Name Plate,29/09/2010,319211,236278
172140,AGENT,MAXWELL LANE DUBLIN 6,CLOSED,Roads Maintenance,Request New Street Name Plate,09/11/2010,315618,230900
179686,AGENT,GROSVENOR LANE RATHMINES,WAITING,Roads Maintenance,Request New Street Name Plate,26/11/2010,314806,231594
173220,AGENT,STANNAWAY DRIVE CRUMLIN,WAITING,Roads Maintenance,Request New Street Name Plate,11/11/2010,313174,231008
174608,AGENT,MONTPELIER PARK ARBOUR HILL 39,WAITING,Roads Maintenance,Request New Street Name Plate,15/11/2010,713657.04,734713.63
158484,AGENT,SAINT EITHNE ROAD CABRA,WAITING,Roads Maintenance,Request New Street Name Plate,11/10/2010,313982,236260
155808,AGENT,CONOR CLUNE ROAD NAVAN ROAD 91,WAITING,Roads Maintenance,Request New Street Name Plate,05/10/2010,711671.71,736579.49
153302,AGENT,PHILIPSBURGH AVENUE FAIRVIEW 100,WAITING,Roads Maintenance,Request New Street Name Plate,29/09/2010,717156.09,736655.79
176324,AGENT,GROVE AVENUE FINGLAS EAST,WAITING,Roads Maintenance,Request New Street Name Plate,18/11/2010,313857,239350
364972,AGENT,LISLE ROAD WALKINSTOWN 27,OPEN,Roads Maintenance,Request New Street Name Plate,27/02/2012,712079.71,731265.29
341584,AGENT,SLIEVENAMON ROAD DRIMNAGH 90,WAITING,Roads Maintenance,Request New Street Name Plate,13/12/2011,712820.87,732694.76
341588,AGENT,HUBAND ROAD BLUEBELL 96,WAITING,Roads Maintenance,Request New Street Name Plate,13/12/2011,711139.01,732693.14
51532,AGENT,FERGUSON ROAD DRUMCONDRA 103,CLOSED,Central Area Office,Riverside Dumping,17/12/2009,715954.77,737311.08
142250,AGENT,BLARNEY PARK CRUMLIN 12,CLOSED,South Central Area Office,Riverside Dumping,30/08/2010,713629.39,731372.86
103168,AGENT,MILL CLOSE ORWELL ROAD RATHGAR,CLOSED,South East Area Office,Riverside Dumping,02/06/2010,315575,229836
208824,AGENT,RIVERSIDE DRIVE CLONSHAUGH,CLOSED,North Central Area Office,Riverside Dumping,09/02/2011,319005,240104
142884,AGENT,SUNDRIVE ROAD CRUMLIN,CLOSED,South Central Area Office,Riverside Dumping,01/09/2010,313424,231247
5034,AGENT,DUMMY ADDRESS APPLICATION FORMS,CLOSED,Central Area Office,Riverside Dumping,14/07/2009,999999.29,999999.31
315938,AGENT,BUSHY PARK ROAD TERENURE,CLOSED,South East Area Office,Riverside Dumping,14/10/2011,314452,229892
70620,AGENT,DOON COURT BALLYMUN 52,CLOSED,"Culture, Recreation & Amenity",Stray Dog,17/02/2010,714526.85,740542.44
61876,AGENT,O'DEVANEY GARDENS ARBOUR HILL FLAT 91,CLOSED,"Culture, Recreation & Amenity",Stray/Wandering Horse,26/01/2010,713644.36,735006.16
186018,AGENT,GILFORD ROAD SANDYMOUNT 12,CLOSED,Waste Management,Sweep Your Street,14/12/2010,719157.64,732420.36
186776,AGENT,HAVELOCK SQUARE SANDYMOUNT 33A,CLOSED,Waste Management,Sweep Your Street,16/12/2010,717856.68,733273.15
184348,AGENT,SLIEVEBLOOM PARK WALKINSTOWN,CLOSED,Waste Management,Sweep Your Street,10/12/2010,311317,231677
186350,AGENT,ROTHE ABBEY KILMAINHAM,CLOSED,Waste Management,Sweep Your Street,15/12/2010,312876,233209
185816,AGENT,CLONROSSE COURT ARD NA GR+INE 16,CLOSED,Waste Management,Sweep Your Street,14/12/2010,720901.48,739787.80
178910,AGENT,TONLEGEE ROAD COOLOCK 139,CLOSED,Waste Management,Sweep Your Street,24/11/2010,720666.47,739386.47
186352,AGENT,SEAN O'CASEY AVENUE 1,CLOSED,Waste Management,Sweep Your Street,15/12/2010,716229.00,735516.42
185868,AGENT,CHERRY ORCHARD PARADE BALLYFERMOT,CLOSED,Waste Management,Sweep Your Street,14/12/2010,308531,232896
